text,template,medium_word,content_word,style_word,seed
a painting of a bear in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Expressionism,1059
a painting of a bear in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Fauvism,1060
a painting of a bear in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,High Renaissance,1061
a painting of a bear in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Impressionism,1062
a painting of a bear in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Mannerism Late Renaissance,1063
a painting of a bear in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Minimalism,1064
a painting of a bear in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Naive Art Primitivism,1065
a painting of a bear in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,New Realism,1066
a painting of a bear in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Northern Renaissance,1067
a painting of a bear in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Pointillism,1068
a painting of a bear in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Pop Art,1069
a painting of a bear in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Post Impressionism,1070
a painting of a bear in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Realism,1071
a painting of a bear in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Rococo,1072
a painting of a bear in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Romanticism,1073
a painting of a bear in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Symbolism,1074
a painting of a bear in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Synthetic Cubism,1075
a painting of a bear in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Ukiyo e,1076
a painting of a bear in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Albrecht Durer,1077
a painting of a bear in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Boris Kustodiev,1078
a painting of a bear in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Camille Pissarro,1079
a painting of a bear in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Childe Hassam,1080
a painting of a bear in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Claude Monet,1081
a painting of a bear in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Edgar Degas,1082
a painting of a bear in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Eugene Boudin,1083
a painting of a bear in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Gustave Dore,1084
a painting of a bear in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Ilya Repin,1085
a painting of a bear in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Ivan Aivazovsky,1086
a painting of a bear in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Ivan Shishkin,1087
a painting of a bear in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,John Singer Sargent,1088
a painting of a bear in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Marc Chagall,1089
a painting of a bear in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Martiros Saryan,1090
a painting of a bear in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Nicholas Roerich,1091
a painting of a bear in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Pablo Picasso,1092
a painting of a bear in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Paul Cezanne,1093
a painting of a bear in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Pierre Auguste Renoir,1094
a painting of a bear in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Pyotr Konchalovsky,1095
a painting of a bear in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Raphael Kirchner,1096
a painting of a bear in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Rembrandt,1097
a painting of a bear in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Salvador Dali,1098
a painting of a bear in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Vincent van Gogh,1099
a painting of a zebra in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Abstract Expressionism,1100
a painting of a zebra in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Action painting,1101
a painting of a zebra in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Analytical Cubism,1102
a painting of a zebra in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Art Nouveau,1103
a painting of a zebra in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Baroque,1104
a painting of a zebra in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Color Field Painting,1105
a painting of a zebra in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Contemporary Realism,1106
a painting of a zebra in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Cubism,1107
a painting of a zebra in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Early Renaissance,1108
a painting of a zebra in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Expressionism,1109
a painting of a zebra in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Fauvism,1110
a painting of a zebra in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,High Renaissance,1111
a painting of a zebra in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Impressionism,1112
a painting of a zebra in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Mannerism Late Renaissance,1113
a painting of a zebra in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Minimalism,1114
a painting of a zebra in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Naive Art Primitivism,1115
a painting of a zebra in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,New Realism,1116
a painting of a zebra in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Northern Renaissance,1117
a painting of a zebra in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Pointillism,1118
a painting of a zebra in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Pop Art,1119
a painting of a zebra in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Post Impressionism,1120
a painting of a zebra in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Realism,1121
a painting of a zebra in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Rococo,1122
a painting of a zebra in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Romanticism,1123
a painting of a zebra in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Symbolism,1124
a painting of a zebra in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Synthetic Cubism,1125
a painting of a zebra in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Ukiyo e,1126
a painting of a zebra in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Albrecht Durer,1127
a painting of a zebra in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Boris Kustodiev,1128
a painting of a zebra in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Camille Pissarro,1129
a painting of a zebra in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Childe Hassam,1130
a painting of a zebra in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Claude Monet,1131
a painting of a zebra in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Edgar Degas,1132
a painting of a zebra in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Eugene Boudin,1133
a painting of a zebra in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Gustave Dore,1134
a painting of a zebra in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Ilya Repin,1135
a painting of a zebra in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Ivan Aivazovsky,1136
a painting of a zebra in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Ivan Shishkin,1137
a painting of a zebra in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,John Singer Sargent,1138
a painting of a zebra in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Marc Chagall,1139
a painting of a zebra in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Martiros Saryan,1140
a painting of a zebra in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Nicholas Roerich,1141
a painting of a zebra in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Pablo Picasso,1142
a painting of a zebra in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Paul Cezanne,1143
a painting of a zebra in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Pierre Auguste Renoir,1144
a painting of a zebra in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Pyotr Konchalovsky,1145
a painting of a zebra in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Raphael Kirchner,1146
a painting of a zebra in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Rembrandt,1147
a painting of a zebra in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Salvador Dali,1148
a painting of a zebra in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,zebra,Vincent van Gogh,1149
a painting of a giraffe in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Abstract Expressionism,1150
a painting of a giraffe in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Action painting,1151
a painting of a giraffe in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Analytical Cubism,1152
a painting of a giraffe in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Art Nouveau,1153
a painting of a giraffe in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Baroque,1154
a painting of a giraffe in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Color Field Painting,1155
a painting of a giraffe in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Contemporary Realism,1156
a painting of a giraffe in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Cubism,1157
a painting of a giraffe in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Early Renaissance,1158
a painting of a giraffe in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Expressionism,1159
a painting of a giraffe in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Fauvism,1160
a painting of a giraffe in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,High Renaissance,1161
a painting of a giraffe in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Impressionism,1162
a painting of a giraffe in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Mannerism Late Renaissance,1163
a painting of a giraffe in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Minimalism,1164
a painting of a giraffe in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Naive Art Primitivism,1165
a painting of a giraffe in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,New Realism,1166
a painting of a giraffe in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Northern Renaissance,1167
a painting of a giraffe in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Pointillism,1168
a painting of a giraffe in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Pop Art,1169
a painting of a giraffe in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Post Impressionism,1170
a painting of a giraffe in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Realism,1171
a painting of a giraffe in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Rococo,1172
a painting of a giraffe in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Romanticism,1173
a painting of a giraffe in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Symbolism,1174
a painting of a giraffe in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Synthetic Cubism,1175
a painting of a giraffe in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Ukiyo e,1176
a painting of a giraffe in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Albrecht Durer,1177
a painting of a giraffe in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Boris Kustodiev,1178
a painting of a giraffe in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Camille Pissarro,1179
a painting of a giraffe in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Childe Hassam,1180
a painting of a giraffe in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Claude Monet,1181
a painting of a giraffe in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,giraffe,Edgar Degas,1182
